question_id,passage_id,answer_id,question,passage,answer,label
299,66:10-10,1.0,"القرب من الأنبياء, والصالحين, لا يفيد شيئا مع العمل السيِّئ.اذكر الدليل على هذا القول؟", ضرب الله مثلا للذين كفروا امرأة نوح وامرأة لوط كانتا تحت عبدين من عبادنا صالحين فخانتاهما فلم يغنيا عنهما من الله شيئا وقيل ادخلا النار مع الداخلين{10}التحريم," ضَرَبَ اللَّهُ مَثَلاً لِّلَّذِينَ كَفَرُوا اِمْرَأَةَ نُوحٍ وَاِمْرَأَةَ لُوطٍ كَانَتَا تَحْتَ عَبْدَيْنِ مِنْ عِبَادِنَا صَالِحَيْنِ فَخَانَتَاهُمَا فَلَمْ يُغْنِيَا عَنْهُمَا مِنَ اللَّهِ شَيْئاً وَقِيلَ ادْخُلَا النَّارَ مَعَ الدَّاخِلِينَ{10}التحريم.""ضرب الله مثلا لحال الكفرة - في مخالطتهم المسلمين وقربهم منهم ومعاشرتهم لهم, وأن ذلك لا ينفعهم لكفرهم بالله- بحال زوجة نبي الله نوح, وزوجة نبي الله لوط: حيث كانتا في عصمة عبدَين من عبادنا صالحين, فوقعت منهما الخيانة لهما في الدين, فقد كانتا كافرتين, فلم يدفع هذان الرسولان عن زوجتيهما من عذاب الله شيئًا, وقيل للزوجتين: ادخلا النار مع الداخلين فيها. وفي ضرب هذا المثل دليل على أن القرب من الأنبياء, والصالحين, لا يفيد شيئا مع العمل السيِّئ.""",1
300,60:8-9,1.0,"الكفار أو أصحاب الملل الأخرى الذين يعيشون بين أظهر المسلمين , هل نكرمهم بالخير ونحسن إليهم ونعدل فيهم طالما لم يقاتلوا المسلمين ولم يخرجوهم من ديارهم أم ماذا نفعل معهم ؟ ",لا ينهاكم الله عن الذين لم يقاتلوكم في الدين ولم يخرجوكم من دياركم أن تبروهم وتقسطوا إليهم إن الله يحب المقسطين{8} إنما ينهاكم الله عن الذين قاتلوكم في الدين وأخرجوكم من دياركم وظاهروا على إخراجكم أن تولوهم ومن يتولهم فأولئك هم الظالمون{9}الممتحنة.,"نعم نكرمهم ونحسن إليهم ونعدل فيهم ما داموا لم يقاتلوا المسلمين ليخرجوهم من ديارهم .الدليل :لَا يَنْهَاكُمُ اللَّهُ عَنِ الَّذِينَ لَمْ يُقَاتِلُوكُمْ فِي الدِّينِ وَلَمْ يُخْرِجُوكُم مِّن دِيَارِكُمْ أَن تَبَرُّوهُمْ وَتُقْسِطُوا إِلَيْهِمْ إِنَّ اللَّهَ يُحِبُّ الْمُقْسِطِينَ{8} إِنَّمَا يَنْهَاكُمُ اللَّهُ عَنِ الَّذِينَ قَاتَلُوكُمْ فِي الدِّينِ وَأَخْرَجُوكُم مِّن دِيَارِكُمْ وَظَاهَرُوا عَلَى إِخْرَاجِكُمْ أَن تَوَلَّوْهُمْ وَمَن يَتَوَلَّهُمْ فَأُوْلَئِكَ هُمُ الظَّالِمُونَ{9}الممتحنة.""لا ينهاكم الله - أيها المؤمنون- عن الذين لم يقاتلوكم من الكفار بسبب الدين, ولم يخرجوكم من دياركم أن تكرموهم بالخير, وتعدلوا فيهم بإحسانكم إليهم وبرِّكم بهم. إن الله يحب الذين يعدلون في أقوالهم وأفعالهم. إنما ينهاكم الله عن الذين قاتلوكم بسبب الدين وأخرجوكم من دياركم, وعاونوا الكفار على إخراجكم أن تولوهم بالنصرة والمودة, ومن يتخذهم أنصارًا على المؤمنين وأحبابًا, فأولئك هم الظالمون لأنفسهم, الخارجون عن حدود الله.""",1
306,9:30-30,1.0,اليهود والنصارى كل منهما ادعى أن لله تعالى ابن – تعالى الله عما يقولون- فمن هما كما يدعيان ؟,وقالت اليهود عزير ابن الله وقالت النصارى المسيح ابن الله ۖ ذلك قولهم بأفواههم ۖ يضاهئون قول الذين كفروا من قبل ۚ قاتلهم الله ۚ أنى يؤفكون {30}التوبة,  لقد أشرك اليهود بالله عندما زعموا أن عزيرًا ابن الله.      وأشرك النصارى بالله عندما ادَّعوا أن المسيح ابن الله .وَقَالَتِ الْيَهُودُ عُزَيْرٌ ابْنُ اللّهِ وَقَالَتْ النَّصَارَى الْمَسِيحُ ابْنُ اللّهِ ذَلِكَ قَوْلُهُم بِأَفْوَاهِهِمْ يُضَاهِؤُونَ قَوْلَ الَّذِينَ كَفَرُواْ مِن قَبْلُ قَاتَلَهُمُ اللّهُ أَنَّى يُؤْفَكُونَ{30}التوبة.,1
307,24:62-62,1.0,"إذا اجتمع المؤمنون لسبب عظيم فيه مصلحة الجميع , فهل يصح إذا حدث أمر طارئ لأحد منهم أن يترك هذا الجمع بدون استئذان ممن يتولى أمر هؤلاء المجتمعين ؟ .",إنما المؤمنون الذين آمنوا بالله ورسوله وإذا كانوا معه على أمر جامع لم يذهبوا حتى يستأذنوه إن الذين يستأذنونك أولئك الذين يؤمنون بالله ورسوله فإذا استأذنوك لبعض شأنهم فأذن لمن شئت منهم واستغفر لهم الله إن الله غفور رحيم{62} النور.,"لا بل يجب الاستئذان ممن يتولى أمر هؤلاء المجتمعين .إِنَّمَا الْمُؤْمِنُونَ الَّذِينَ آمَنُوا بِاللَّهِ وَرَسُولِهِ وَإِذَا كَانُوا مَعَهُ عَلَى أَمْرٍ جَامِعٍ لَمْ يَذْهَبُوا حَتَّى يَسْتَأْذِنُوهُ إِنَّ الَّذِينَ يَسْتَأْذِنُونَكَ أُوْلَئِكَ الَّذِينَ يُؤْمِنُونَ بِاللَّهِ وَرَسُولِهِ فَإِذَا اسْتَأْذَنُوكَ لِبَعْضِ شَأْنِهِمْ فَأْذَن لِّمَن شِئْتَ مِنْهُمْ وَاسْتَغْفِرْ لَهُمُ اللَّهَ إِنَّ اللَّهَ غَفُورٌ رَّحِيمٌ{62} النور.""إنما المؤمنون حقًا هم الذين صدَّقوا الله ورسوله، وعملوا بشرعه، وإذا كانوا مع النبي صلى الله عليه وسلم على أمر جمعهم له في مصلحة المسلمين، لم ينصرف أحد منهم حتى يستأذنه، إن الذين يستأذنونك - أيها النبي - هم الذين يؤمنون بالله ورسوله حقًا، فإذا استأذنوك لبعض حاجتهم فَأْذَن لمن شئت ممن طلب الإذن في الانصراف لعذر واطلب لهم المغفرة من الله. إن الله غفور لذنوب عباده التائبين، رحيم بهم.""",1
308,20:82-82,1.0,إذا أذنب العبد ذنوباً كثيرة فهل له توبة إذا أناب ورجع واستقام ؟ ,وإني لغفار لمن تاب وآمن وعمل صالحا ثم اهتدى{82}طه.,"نعم فقد قال الله تعالى :وَإِنِّي لَغَفَّارٌ لِّمَن تَابَ وَآمَنَ وَعَمِلَ صَالِحاً ثُمَّ اهْتَدَى{82}طه."" أي : وإني لَغفار لمن تاب من ذنبه وكفره, وآمن بي وعمل الأعمال الصالحة, ثم اهتدى إلى الحق واستقام عليه.""",1
309,7:14-15,1.0,إلى متى الحرب بين إبليس والإنسان قائمة ؟, قال أنظرني إلى يوم يبعثون{14} قال إنك من المنظرين{15}الأعراف.,إلى يوم البعث .قَالَ أَنظِرْنِي إِلَى يَوْمِ يُبْعَثُونَ{14} قَالَ إِنَّكَ مِنَ المُنظَرِينَ{15}الأعراف.,1
312,14:31-31,1.0,إنفاق المال في وجوه الخير هل يكون سراً أم علانيةً ؟,قل لعبادي الذين آمنوا يقيموا الصلاة وينفقوا مما رزقناهم سرا وعلانية من قبل أن يأتي يوم لا بيع فيه ولا خلال{31}إبراهيم.,سراً وعلانيةً .قُل لِّعِبَادِيَ الَّذِينَ آمَنُواْ يُقِيمُواْ الصَّلاَةَ وَيُنفِقُواْ مِمَّا رَزَقْنَاهُمْ سِرّاً وَعَلانِيَةً مِّن قَبْلِ أَن يَأْتِيَ يَوْمٌ لاَّ بَيْعٌ فِيهِ وَلاَ خِلاَلٌ{31}إبراهيم.,1
313,3:152-154,1.0,أذكر الآيات التي تلخص ما حدث في غزوة أحد ؟,ولقد صدقكم الله وعده إذ تحسونهم بإذنه حتى إذا فشلتم وتنازعتم في الأمر وعصيتم من بعد ما أراكم ما تحبون منكم من يريد الدنيا ومنكم من يريد الآخرة ثم صرفكم عنهم ليبتليكم ولقد عفا عنكم والله ذو فضل على المؤمنين{152}إذ تصعدون ولا تلوون على أحد والرسول يدعوكم في أخراكم فأثابكم غما بغم لكيلا تحزنوا على ما فاتكم ولا ما أصابكم والله خبير بما تعملون{153} ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طآئفة منكم وطآئفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية يقولون هل لنا من الأمر من شيء قل إن الأمر كله لله يخفون في أنفسهم ما لا يبدون لك يقولون لو كان لنا من الأمر شيء ما قتلنا هاهنا قل لو كنتم في بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم وليبتلي الله ما في صدوركم وليمحص ما في قلوبكم والله عليم بذات الصدور{154}آل عمران.,"الآيات :وَلَقَدْ صَدَقَكُمُ اللّهُ وَعْدَهُ إِذْ تَحُسُّونَهُم بِإِذْنِهِ حَتَّى إِذَا فَشِلْتُمْ وَتَنَازَعْتُمْ فِي الأَمْرِ وَعَصَيْتُم مِّن بَعْدِ مَا أَرَاكُم مَّا تُحِبُّونَ مِنكُم مَّن يُرِيدُ الدُّنْيَا وَمِنكُم مَّن يُرِيدُ الآخِرَةَ ثُمَّ صَرَفَكُمْ عَنْهُمْ لِيَبْتَلِيَكُمْ وَلَقَدْ عَفَا عَنكُمْ وَاللّهُ ذُو فَضْلٍ عَلَى الْمُؤْمِنِينَ{152}إِذْ تُصْعِدُونَ وَلاَ تَلْوُونَ عَلَى أحَدٍ وَالرَّسُولُ يَدْعُوكُمْ فِي أُخْرَاكُمْ فَأَثَابَكُمْ غُمَّاً بِغَمٍّ لِّكَيْلاَ تَحْزَنُواْ عَلَى مَا فَاتَكُمْ وَلاَ مَا أَصَابَكُمْ وَاللّهُ خَبِيرٌ بِمَا تَعْمَلُونَ{153} ثُمَّ أَنزَلَ عَلَيْكُم مِّن بَعْدِ الْغَمِّ أَمَنَةً نُّعَاساً يَغْشَى طَآئِفَةً مِّنكُمْ وَطَآئِفَةٌ قَدْ أَهَمَّتْهُمْ أَنفُسُهُمْ يَظُنُّونَ بِاللّهِ غَيْرَ الْحَقِّ ظَنَّ الْجَاهِلِيَّةِ يَقُولُونَ هَل لَّنَا مِنَ الأَمْرِ مِن شَيْءٍ قُلْ إِنَّ الأَمْرَ كُلَّهُ لِلَّهِ يُخْفُونَ فِي أَنفُسِهِم مَّا لاَ يُبْدُونَ لَكَ يَقُولُونَ لَوْ كَانَ لَنَا مِنَ الأَمْرِ شَيْءٌ مَّا قُتِلْنَا هَاهُنَا قُل لَّوْ كُنتُمْ فِي بُيُوتِكُمْ لَبَرَزَ الَّذِينَ كُتِبَ عَلَيْهِمُ الْقَتْلُ إِلَى مَضَاجِعِهِمْ وَلِيَبْتَلِيَ اللّهُ مَا فِي صُدُورِكُمْ وَلِيُمَحَّصَ مَا فِي قُلُوبِكُمْ وَاللّهُ عَلِيمٌ بِذَاتِ الصُّدُورِ{154}آل عمران.""الشرح: ولقد صدقكم الله وعده إياكم بالنصر إذ تحسونهم أي تقتلونهم بإرادته حتى إذا فشلتم أي جبنتم عن القتال واختلفتم في الأمر أي أمر النبيصلى الله عليه وسلم بالمقام في سفح الجبل للرمي فقال بعضكم: نذهب فقد نصر أصحابنا ، وبعضكم: لا نخالف أمر النبي صلى الله عليه وسلم  وعصيتم أمره فتركتم المركز لطلب الغنيمة من بعد ما أراكم الله تعالى ما تحبون من النصر وجواب إذا دل عليه ما قبله أي منعكم نصره , منكم من يريد الدنيا فترك المركز للغنيمة ومنكم من يريد الآخرة  فثبت به حتى قتل كعبد الله بن جبير وأصحابه ثم رَدَّكم بالهزيمة عنهم أي الكفار ليمتحنكم فيظهر المخلص من غيره ولقد عفا عنكم ما ارتكبتموه والله ذو فضل على المؤمنين بالعفو. اذكروا إذ تبعدون في الأرض هاربين ولا تلوون أي تعرجون على أحد والرسول يدعوكم في أخراكم أي من ورائكم يقول: إليَّ عباد الله فجازاكم غمَّا بالهزيمة بغمٍّ  بسبب غمكم للرسول بالمخالفة وقيل الباء بمعنى على ، أي مضاعفا على غم فوت الغنيمة لكيلا تحزنوا على ما فاتكم من الغنيمة ولا ما أصابكم من القتل والهزيمة والله خبير بما تعملون. ثم أنزل عليكم من بعد الغم أمنةً أمناً نعاساً يغشى طائفةً منكم وهم المؤمنون فكانوا يميدون تحت الحجف وتسقط السيوف منهم وطائفةٌ قد أهمتهم أنفسهم أي حملتهم على الهم فلا رغبة لهم إلا نجاتها دون النبي وأصحابه فلم يناموا وهم المنافقون يظنون بالله  ظناً غير الظن الحق كظن الجاهلية حيث اعتقدوا أن النبي قتل أو لا ينصر , يقولون ما لنا من الأمر أي النصر الذي وعدناه شيء , قل لهم إن الأمر كله لله أي القضاء له يفعل ما يشاء , يخفون في أنفسهم ما لا يظهرون لك ,  يقولون لو كان لنا من الأمر شيء ما قتلنا ههنا أي لو كان الاختيار إلينا لم نخرج فلم نقتل لكن أخرجنا كرها , قل لهم لو كنتم في بيوتكم وفيكم من كتب الله عليه القتل  لخرج الذين كتب و قضي عليهم القتل منكم الى مضاجعهم أي مصارعهم فيقتلوا ولم ينجهم قعودهم لأن قضاءه تعالى كائن لا محالة , و فعل ما فعل بأحد ليختبر الله ما في صدوركم أي  قلوبكم من الإخلاص والنفاق وليميز ما في قلوبكم والله عليم بما في القلوب لا يخفى عليه شيء وإنما يبتلي ليظهر للناس.""",1
318,2:155-155,1.0,أذكر بعض ابتلاءات الله تعالى للمؤمنين?,ولنبلونكم بشيء من الخوف والجوع ونقص من الأموال والأنفس والثمرات وبشر الصابرين{155}البقرة.,الخوف – الجوع – نقص الأموال – الموت – المرض - هلاك الزراعات  . والدليل :وَلَنَبْلُوَنَّكُمْ بِشَيْءٍ مِّنَ الْخَوفْ وَالْجُوعِ وَنَقْصٍ مِّنَ الأَمَوَالِ وَالأنفُسِ وَالثَّمَرَاتِ وَبَشِّرِ الصَّابِرِينَ{155}البقرة.,1
320,2:45-45,1.0,أمرنا الله تعالى الاستعانة بشيئين عظيمين . ما هما ؟, واستعينوا بالصبر والصلاة وإنها لكبيرة إلا على الخاشعين {45}البقرة,الصبر والصلاة . والدليل : وَاسْتَعِينُوا بِالصَّبْرِ وَالصَّلاةِ وَإِنَّهَا لَكَبِيرَةٌ إِلاَّ عَلَى الْخَاشِعِينَ (45)البقرة .,1
325,16:68-68,1.0,أين يبني النحل بيوته لوضع العسل ؟,وأوحى ربك إلى النحل أن اتخذي من الجبال بيوتا ومن الشجر ومما يعرشون{68}النحل.,يبني النحل بيوته لوضع العسل في :    – الجبال .    – الشجر .    – وفيما يبني الناس من البيوت والسُّقُف.وَأَوْحَى رَبُّكَ إِلَى النَّحْلِ أَنِ اتَّخِذِي مِنَ الْجِبَالِ بُيُوتاً وَمِنَ الشَّجَرِ وَمِمَّا يَعْرِشُونَ{68}النحل.,1
326,43:71-71,1.0,آنية الذهب محرم استخدامها على المسلم في الحياة الدنيا فهل هي كذلك في الآخرة ؟ ,يطاف عليهم بصحاف من ذهب وأكواب وفيها ما تشتهيه الأنفس وتلذ الأعين وأنتم فيها خالدون{71}الزخرف,لا . والدليل :يُطَافُ عَلَيْهِم بِصِحَافٍ مِّن ذَهَبٍ وَأَكْوَابٍ وَفِيهَا مَا تَشْتَهِيهِ الْأَنفُسُ وَتَلَذُّ الْأَعْيُنُ وَأَنتُمْ فِيهَا خَالِدُونَ{71}الزخرف.,1
327,14:4-4,1.0,بأي لغة ترسل الرسل لأقوامهم ؟,وما أرسلنا من رسول إلا بلسان قومه ليبين لهم فيضل الله من يشاء ويهدي من يشاء وهو العزيز الحكيم{4}إبراهيم.,كل رسول يرسل بلغة قومه . وَمَا أَرْسَلْنَا مِن رَّسُولٍ إِلاَّ بِلِسَانِ قَوْمِهِ لِيُبَيِّنَ لَهُمْ فَيُضِلُّ اللّهُ مَن يَشَاءُ وَيَهْدِي مَن يَشَاءُ وَهُوَ الْعَزِيزُ الْحَكِيمُ{4}إبراهيم.,1
328,7:144-144,1.0,بماذا اصطفى الله تعالى موسى عليه السلام على الناس في وقت زمانه ؟       ,قال يا موسى إني اصطفيتك على الناس برسالاتي وبكلامي فخذ ما آتيتك وكن من الشاكرين{144}الأعراف.,قال الله يا موسى: إني اخترتك على الناس برسالاتي إلى خلقي الذين أرسلتك إليهم وبكلامي إياك مِن غير وساطة.قَالَ يَا مُوسَى إِنِّي اصْطَفَيْتُكَ عَلَى النَّاسِ بِرِسَالاَتِي وَبِكَلاَمِي فَخُذْ مَا آتَيْتُكَ وَكُن مِّنَ الشَّاكِرِينَ{144}الأعراف.,1
329,5:23-24,1.0,بماذا أصر قوم موسى عندما قال يوشع و كالب أدخلو  على الجبارين بالأرض المقدسة ؟ ,قال رجلان من الذين يخافون أنعم الله عليهما ادخلوا عليهم الباب فإذا دخلتموه فإنكم غالبون وعلى الله فتوكلوا إن كنتم مؤمنين{23} قالوا يا موسى إنا لن ندخلها أبدا ما داموا فيها فاذهب أنت وربك فقاتلا إنا هاهنا قاعدون{24}المائدة.," قال قوم موسى له: إنا لن ندخل المدينة أبدًا ما دام الجبارون فيها, فاذهب أنت وربك فقاتلاهم, أما نحن فقاعدون هاهنا ولن نقاتلهم. وهذا إصرارٌ منهم على مخالفة موسى عليه السلام. قَالَ رَجُلاَنِ مِنَ الَّذِينَ يَخَافُونَ أَنْعَمَ اللّهُ عَلَيْهِمَا ادْخُلُواْ عَلَيْهِمُ الْبَابَ فَإِذَا دَخَلْتُمُوهُ فَإِنَّكُمْ غَالِبُونَ وَعَلَى اللّهِ فَتَوَكَّلُواْ إِن كُنتُم مُّؤْمِنِينَ{23} قَالُواْ يَا مُوسَى إِنَّا لَن نَّدْخُلَهَا أَبَداً مَّا دَامُواْ فِيهَا فَاذْهَبْ أَنتَ وَرَبُّكَ فَقَاتِلا إِنَّا هَاهُنَا قَاعِدُونَ{24}المائدة.",1
330,5:21-22,1.0,بماذا أمر موسى عليه السلام قومه ؟,يا قوم ادخلوا الأرض المقدسة التي كتب الله لكم ولا ترتدوا على أدباركم فتنقلبوا خاسرين{21} قالوا يا موسى إن فيها قوما جبارين وإنا لن ندخلها حتى يخرجوا منها فإن يخرجوا منها فإنا داخلون{22}المائدة.,أمر موسى عليه السلام قومه بدخول الأرض المقدسة وهي بيت المقدس .يَا قَوْمِ ادْخُلُوا الأَرْضَ المُقَدَّسَةَ الَّتِي كَتَبَ اللّهُ لَكُمْ وَلاَ تَرْتَدُّوا عَلَى أَدْبَارِكُمْ فَتَنقَلِبُوا خَاسِرِينَ{21} قَالُوا يَا مُوسَى إِنَّ فِيهَا قَوْماً جَبَّارِينَ وَإِنَّا لَن نَّدْخُلَهَا حَتَّىَ يَخْرُجُواْ مِنْهَا فَإِن يَخْرُجُواْ مِنْهَا فَإِنَّا دَاخِلُونَ{22}المائدة.,1
331,5:25-26,1.0,بماذا دعا موسى عليه السلام على قومه حينما قال له قومه أذهب أنت وربك فقاتلا إنا ها هنا قاعدون ؟,قال رب إني لا أملك إلا نفسي وأخي فافرق بيننا وبين القوم الفاسقين{25} قال فإنها محرمة عليهم أربعين سنة يتيهون في الأرض فلا تأس على القوم الفاسقين{26}المائدة.,دعا موسى عليه السلام ربه بأن يفصل بينهم وبين القوم الفاسقين .قَالَ رَبِّ إِنِّي لا أَمْلِكُ إِلاَّ نَفْسِي وَأَخِي فَافْرُقْ بَيْنَنَا وَبَيْنَ الْقَوْمِ الْفَاسِقِينَ{25} قَالَ فَإِنَّهَا مُحَرَّمَةٌ عَلَيْهِمْ أَرْبَعِينَ سَنَةً يَتِيهُونَ فِي الأَرْضِ فَلاَ تَأْسَ عَلَى الْقَوْمِ الْفَاسِقِينَ{26}المائدة.,1
332,7:77-78,1.0,بماذا كان هلاك قوم ثمودعليه السلام  ؟,فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين{77} فأخذتهم الرجفة فأصبحوا في دارهم جاثمين{78}الأعراف.,كان عذابهم بالرجفة وهي الزلزلةُ الشديدة .فَعَقَرُواْ النَّاقَةَ وَعَتَوْاْ عَنْ أَمْرِ رَبِّهِمْ وَقَالُواْ يَا صَالِحُ ائْتِنَا بِمَا تَعِدُنَا إِن كُنتَ مِنَ الْمُرْسَلِينَ{77} فَأَخَذَتْهُمُ الرَّجْفَةُ فَأَصْبَحُواْ فِي دَارِهِمْ جَاثِمِينَ{78}الأعراف.,1
333,7:90-91,1.0,بماذا كان هلاك قوم شعيب عليه السلام  ؟,وقال الملأ الذين كفروا من قومه لئن اتبعتم شعيبا إنكم إذا لخاسرون {90} فأخذتهم الرجفة فأصبحوا في دارهم جاثمين{91}الأعراف .,بالرجفة وهي الزلزلة الشديدة . فَأَخَذَتْهُمُ الرَّجْفَةُ فَأَصْبَحُواْ فِي دَارِهِمْ جَاثِمِينَ{91}الأعراف .,1
333,26:189-189,2.0,بماذا كان هلاك قوم شعيب عليه السلام  ؟,فكذبوه فأخذهم عذاب يوم الظلة إنه كان عذاب يوم عظيم{189}الشعراء.,أصابهم الحر الشديد، وصاروا يبحثون عن ملاذ يستظلون به، فأظلتهم سحابة، وجدوا لها بردًا ونسيمًا، فلما اجتمعوا تحتها، التهبت عليهم نارًا فأحرقتهم، فكان هلاكهم جميعًا في يوم شديد الهول.فَكَذَّبُوهُ فَأَخَذَهُمْ عَذَابُ يَوْمِ الظُّلَّةِ إِنَّهُ كَانَ عَذَابَ يَوْمٍ عَظِيمٍ{189}الشعراء.,1
334,7:84-84,1.1,بماذا كان هلاك قوم لوط عليه السلام  ؟,وأمطرنا عليهم مطرا فانظر كيف كان عاقبة المجرمين.,(وأمطرنا عليهم مطراً) هو حجارة السجيل . وَأَمْطَرْنَا عَلَيْهِم مَّطَراً فَانظُرْ كَيْفَ كَانَ عَاقِبَةُ الْمُجْرِمِينَ{84}الأعراف.,1
334,26:173-173,1.2,بماذا كان هلاك قوم لوط عليه السلام  ؟,وأمطرنا عليهم مطرا فساء مطر المنذرين{173}الشعراء.,أنزل الله تعالى عليهم حجارة من السماء كالمطر أهلكتهم .وَأَمْطَرْنَا عَلَيْهِم مَّطَراً فَسَاء مَطَرُ الْمُنذَرِينَ{173}الشعراء.,1
335,7:64-64,1.0,بماذا كان هلاك قوم نوح عليه السلام  ؟,فكذبوه فأنجيناه والذين معه في الفلك وأغرقنا الذين كذبوا بآياتنا إنهم كانوا قوما عمين{64}الأعراف.,بالغرق .فَكَذَّبُوهُ فَأَنجَيْنَاهُ وَالَّذِينَ مَعَهُ فِي الْفُلْكِ وَأَغْرَقْنَا الَّذِينَ كَذَّبُواْ بِآيَاتِنَا إِنَّهُمْ كَانُواْ قَوْماً عَمِينَ{64}الأعراف.,1
336,7:74-74,1.0,بماذا كان يتميز قوم نبي الله صالح عليه السلام ؟,واذكروا إذ جعلكم خلفاء من بعد عاد وبوأكم في الأرض تتخذون من سهولها قصورا وتنحتون الجبال بيوتا فاذكروا آلاء الله ولا تعثوا في الأرض مفسدين{74}الأعراف.,كانوا ينحتون من الجبال بيوتاً .وَاذْكُرُواْ إِذْ جَعَلَكُمْ خُلَفَاء مِن بَعْدِ عَادٍ وَبَوَّأَكُمْ فِي الأَرْضِ تَتَّخِذُونَ مِن سُهُولِهَا قُصُوراً وَتَنْحِتُونَ الْجِبَالَ بُيُوتاً فَاذْكُرُواْ آلاء اللّهِ وَلاَ تَعْثَوْا فِي الأَرْضِ مُفْسِدِينَ{74}الأعراف.,1
337,4:34-34,1.0,بماذا كانت قوامة الرجال على النساء؟,الرجال قوامون على النساء بما فضل الله بعضهم على بعض وبما أنفقوا من أموالهم فالصالحات قانتات حافظات للغيب بما حفظ الله واللاتي تخافون نشوزهن فعظوهن واهجروهن في المضاجع واضربوهن فإن أطعنكم فلا تبغوا عليهن سبيلا إن الله كان عليا كبيرا{34}النساء.,"الرجال قوَّامون على توجيه النساء ورعايتهن, بما خصهم الله به من خصائص القِوامَة والتفضيل وبما أعطوهن من المهور والنفقات و تفضيله لهم عليهن بالعلم والعقل والولاية وغير ذلك .والدليل :الرِّجَالُ قَوَّامُونَ عَلَى النِّسَاء بِمَا فَضَّلَ اللّهُ بَعْضَهُمْ عَلَى بَعْضٍ وَبِمَا أَنفَقُواْ مِنْ أَمْوَالِهِمْ فَالصَّالِحَاتُ قَانِتَاتٌ حَافِظَاتٌ لِّلْغَيْبِ بِمَا حَفِظَ اللّهُ وَاللاَّتِي تَخَافُونَ نُشُوزَهُنَّ فَعِظُوهُنَّ وَاهْجُرُوهُنَّ فِي الْمَضَاجِعِ وَاضْرِبُوهُنَّ فَإِنْ أَطَعْنَكُمْ فَلاَ تَبْغُواْ عَلَيْهِنَّ سَبِيلاً إِنَّ اللّهَ كَانَ عَلِيّاً كَبِيراً{34}النساء.",1
338,7:69-69,1.0,بماذا يتميز قوم عاد من الصفات الجسمانية ؟,أوعجبتم أن جاءكم ذكر من ربكم على رجل منكم لينذركم واذكروا إذ جعلكم خلفاء من بعد قوم نوح وزادكم في الخلق بسطة فاذكروا آلاء الله لعلكم تفلحون{69}الأعراف.,كان في أجسامهم قوة وضخامة.أَوَعَجِبْتُمْ أَن جَاءكُمْ ذِكْرٌ مِّن رَّبِّكُمْ عَلَى رَجُلٍ مِّنكُمْ لِيُنذِرَكُمْ وَاذكُرُواْ إِذْ جَعَلَكُمْ خُلَفَاء مِن بَعْدِ قَوْمِ نُوحٍ وَزَادَكُمْ فِي الْخَلْقِ بَسْطَةً فَاذْكُرُواْ آلاء اللّهِ لَعَلَّكُمْ تُفْلِحُونَ{69}الأعراف.,1
339,59:14-14,1.0,بين الله تعالى طريقة قتال اليهود للمسلمين  فما هي ؟,لا يقاتلونكم جميعا إلا في قرى محصنة أو من وراء جدر بأسهم بينهم شديد تحسبهم جميعا وقلوبهم شتى ذلك بأنهم قوم لا يعقلون{14}الحشر.,"لا يواجهكم اليهود بقتال مجتمعين إلا في قرى محصنة بالأسوار والخنادق, أو من خلف الحيطان, ع.لَا يُقَاتِلُونَكُمْ جَمِيعاً إِلَّا فِي قُرًى مُّحَصَّنَةٍ أَوْ مِن وَرَاء جُدُرٍ بَأْسُهُمْ بَيْنَهُمْ شَدِيدٌ تَحْسَبُهُمْ جَمِيعاً وَقُلُوبُهُمْ شَتَّى ذَلِكَ بِأَنَّهُمْ قَوْمٌ لَّا يَعْقِلُونَ{14}الحشر.",1
340,71:17-18,1.0,جنس بني آدم له ثلاثة مراحل حتى البعث . فما هي ؟,والله أنبتكم من الأرض نباتا{17} ثم يعيدكم فيها ويخرجكم إخراجا{18}نوح.,والله خلقكم من الأرض إذ خلق أباكم آدم منها.- ثم يعيدكم فيها مقبورين.- ثم يخرجكم للبعث .وَاللَّهُ أَنبَتَكُم مِّنَ الْأَرْضِ نَبَاتاً{17} ثُمَّ يُعِيدُكُمْ فِيهَا وَيُخْرِجُكُمْ إِخْرَاجاً{18}نوح.,1
